pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-09-17	A Study on Thinking Patterns of Large Reasoning Models in Code Generation	Preprint			http://constantine-kevin.github.io/files/2509.13758v1.pdf	
